ts,tick_id,token_id,slug,outcome_name,first_seen_ts,first_seen_price,last_seen_ts,last_seen_price,missing_ticks,resolution_reason
2026-05-01T11:53:58+00:00,167,66744674528418843125992906862460084838441321332181520443411668547297388104268,atp-bu-ilagan-2026-04-30,Yunchaokete Bu,2026-04-30T08:12:01+00:00,0.9500,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,25908508928288395607032054316135624843036120115066394926968287213307412021035,trump-declassifies-new-ufo-files-by-april-30,No,2026-04-30T08:12:01+00:00,0.9510,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,92724817097150942770526058190765715123710238516938822124002790040547324558658,will-google-have-the-third-best-ai-model-at-the-end-of-april-2026,Yes,2026-04-30T08:12:01+00:00,0.9500,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,35972344926684057522640003317586959140009817344876504083815579257428242854769,highest-temperature-in-paris-on-april-30-2026-22c,No,2026-04-30T08:12:01+00:00,0.9500,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,75719863629701421620977371239593008079118084839890218879552274362458262373201,uel-not-ast4-2026-04-30-spread-home-2pt5,Aston Villa FC,2026-04-30T08:12:01+00:00,0.9500,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,93243135936056253080731148169253301176422868656587067154045597758216732275467,will-the-edmonton-oilers-win-the-2026-nhl-stanley-cup,No,2026-04-30T08:12:01+00:00,0.9520,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,11436372363637022927860576236600895499241679880491090030095159308789328504475,will-baidu-have-the-best-ai-model-at-the-end-of-april-2026-478,Yes,2026-04-30T08:12:01+00:00,0.9560,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,14113475671812065326245061121491780906686252131696427702101700223980372257409,will-vitinha-win-the-2026-ballon-dor,No,2026-04-30T08:12:01+00:00,0.9535,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,24890384366860066330938193485020403690137371562992803929427150063710036302322,will-anthropic-have-the-third-best-ai-model-at-the-end-of-april-2026,No,2026-04-30T08:12:01+00:00,0.9550,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,114559240872908053864042985179054630691829480617718807065524661080640455417315,highest-temperature-in-wuhan-on-april-30-2026-24c,No,2026-04-30T08:12:01+00:00,0.9540,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,28867179365870925551303121130908022203805265365691597019120718343458930672757,highest-temperature-in-manila-on-april-30-2026-35c,Yes,2026-04-30T08:12:01+00:00,0.9550,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,96513859348694712427337100230402146715227658711747190207472506031260075388189,highest-temperature-in-miami-on-april-30-2026-84-85f,No,2026-04-30T08:12:01+00:00,0.9550,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,88393427744932413869070635537172106515652187259260841659825403921493573189118,highest-temperature-in-wuhan-on-april-30-2026-23c,Yes,2026-04-30T08:12:01+00:00,0.9550,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,22602208557896559425374149116185870603676598160965994828777545739232059560568,highest-temperature-in-buenos-aires-on-april-30-2026-22c,No,2026-04-30T08:12:01+00:00,0.9550,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,112683350532885512482715967231827388049579912261135211424324648701938120171150,will-bill-gates-be-confirmed-to-have-visited-epsteins-island,No,2026-04-30T08:12:01+00:00,0.9550,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,6005972457090582655555851246372121423132040521133483121964584085867525214875,will-wti-crude-oil-wti-hit-high-120-in-april,No,2026-04-30T08:12:01+00:00,0.9645,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,101093327686448464110183671771563051462080170785757555934209501759423413777730,will-israel-strike-2-countries-in-april-2026,Yes,2026-04-30T08:12:01+00:00,0.9550,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,49971816585586014683568318032940904729276947446842934922345911842688676357760,peru-general-election-invalidated-by-june-30,No,2026-04-30T08:12:01+00:00,0.9560,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,76502490060038468983308870100553689583720145873703214557423080536912388384600,will-the-denver-nuggets-win-the-2026-nba-finals,No,2026-04-30T08:12:01+00:00,0.9635,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,78286169492319499635059789957891455825804386653342808216478949714917298410346,highest-temperature-in-tokyo-on-may-1-2026-18c,No,2026-04-30T08:12:01+00:00,0.9560,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,51842551028364584337024511221495372648628730590448766822677176690362444779479,highest-temperature-in-denver-on-april-30-2026-50-51f,No,2026-04-30T08:12:01+00:00,0.9565,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,51875415647242431353500251143068250812807702932235662484924687368097910656248,will-anthropic-have-the-best-math-ai-model-at-the-end-of-april-2026,Yes,2026-04-30T08:12:01+00:00,0.9655,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,6897368921389517292871002696848961557703232001132431064599415968130928144398,highest-temperature-in-houston-on-april-30-2026-86-87f,No,2026-04-30T08:12:01+00:00,0.9590,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,106343904666688199972149796218174222980944926410161089324563544878257106112015,highest-temperature-in-milan-on-april-30-2026-17c,No,2026-04-30T08:12:01+00:00,0.9595,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,61003400370706596852980143644874677946345285312549732892567862740326189681224,will-googl-reach-400-in-april,No,2026-04-30T08:12:01+00:00,0.9625,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,75667064627346065705502526721614179853570157596954740387583490288264488971770,gensyn-fdv-above-1b-one-day-after-launch-668-823-685,No,2026-04-30T08:12:01+00:00,0.9700,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,95174951397252701626356005587736778177787845584080929573568339678125892550453,will-pope-leo-xiv-win-the-nobel-peace-prize-in-2026-698,No,2026-04-30T08:12:01+00:00,0.9600,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,64621492482281760068496883453512078155044454915197249254057899214373748114040,will-openai-have-the-best-math-ai-model-at-the-end-of-april-2026,No,2026-04-30T08:12:01+00:00,0.9660,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,110293944269262809980146301091970022763847907825530648580025172153137673006555,will-wti-crude-oil-wti-hit-low-95-in-april,No,2026-04-30T08:12:01+00:00,0.9675,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,11362220534817553618907160102990635924033312641587552166367741893248246618619,highest-temperature-in-nyc-on-april-30-2026-64-65f,No,2026-04-30T08:12:01+00:00,0.9645,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,89769138192565315405167504564345346265372152144767756515005944419815720753563,highest-temperature-in-madrid-on-april-30-2026-20c,No,2026-04-30T08:12:01+00:00,0.9665,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,21305462070066888385983902292455324021438498630560883420266639961647755234881,will-wti-reach-100-in-may-2026,Yes,2026-04-30T08:12:01+00:00,0.9715,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,85740524063565192915032732682059316706218886550350802637817358024289187201094,will-the-toronto-blue-jays-win-the-2026-world-series,No,2026-04-30T08:12:01+00:00,0.9680,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,53118166786822020734752550243622901511056309177650884071793981261331574024289,will-alibaba-have-the-best-ai-model-at-the-end-of-april-2026-984,No,2026-04-30T08:12:01+00:00,0.9715,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,77541208218249559624766158796057732322545393852394404132660822083075898887696,epstein-confirmed-to-be-satoshi-by-december-31,No,2026-04-30T08:12:01+00:00,0.9670,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,27781013327597414628094993293494803740992999187710228523392113572875786931740,will-asia-win-the-2026-fifa-world-cup,No,2026-04-30T08:12:01+00:00,0.9670,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,105933029641124149476040127626722302831560342486456292015033100559176356663875,will-africa-win-the-2026-fifa-world-cup,No,2026-04-30T08:12:01+00:00,0.9685,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,58391467081855327160506735992195157760163010112382131578233801495091502400832,will-the-chicago-bears-win-the-2027-nfl-league-championship,No,2026-04-30T08:12:01+00:00,0.9695,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,26130200454407462599799791678865361113981667143627759096044930228705779201927,will-the-texas-rangers-win-the-2026-world-series,No,2026-04-30T08:12:01+00:00,0.9695,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,69346400964404183285488689638264340789910324753548562565735153576318942751353,clavicular-pregnancy-in-2026,Yes,2026-04-30T08:12:01+00:00,0.9815,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,100825934865672220288878913199795346535221985257911240162629731201658697455767,will-the-international-court-of-justice-win-the-nobel-peace-prize-in-2026-885,No,2026-04-30T08:12:01+00:00,0.9715,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,104359805102896870725149001286820211880418120715023915017033171500762561989501,highest-temperature-in-london-on-april-30-2026-21c,No,2026-04-30T08:12:01+00:00,0.9740,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,36288700594382425961479916608903536580786689753480114686207439400130634390018,will-khvicha-kvaratskhelia-win-the-2026-ballon-dor,No,2026-04-30T08:12:01+00:00,0.9725,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,23388744730555578911455173305928434366410177206274801668245847953334070817189,will-declan-rice-win-the-2026-ballon-dor,No,2026-04-30T08:12:01+00:00,0.9745,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,36331898830061957191594475624462883089412520786046689709987737819244299885155,highest-temperature-in-shanghai-on-april-30-2026-19c,Yes,2026-04-30T08:12:01+00:00,0.9765,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,26194074451234960247201001346049267448093449447487218167589643334432484660761,will-shadowrocket-be-1-paid-app-in-the-us-apple-app-store-on-may-1,Yes,2026-04-30T08:12:01+00:00,0.9740,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,50482296680990978506107209366539238203099210353239953397248722866612159104045,will-there-be-between-0-and-10-average-daily-transits-of-the-strait-of-hormuz-on-april-30-753,Yes,2026-04-30T08:12:01+00:00,0.9735,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,27446872789153049108489766152164671022306224335034702728935660909231056910488,will-us-gdp-growth-in-q1-2026-be-greater-than-3pt5,No,2026-04-30T08:12:01+00:00,0.8535,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,54712887364629934715497783950975852485313748861210477577818071497150356494933,highest-temperature-in-istanbul-on-april-30-2026-16c,No,2026-04-30T08:12:01+00:00,0.9745,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,32520120002781265422194189933832530443993817309117233285256143435947879741111,will-hong-kong-have-between-150-160mm-of-precipitation-in-april-243,No,2026-04-30T08:12:01+00:00,0.9785,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,6349494610935280974868392006528362398371883241453061742762729805639205730760,will-googl-reach-365-by-april-27-2026,Yes,2026-04-30T08:12:01+00:00,0.9750,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,39595621143400939971428348939241205332280139611201632791047505665205761651216,will-geoff-duncan-win-the-2026-georgia-governor-democratic-primary-election,No,2026-04-30T08:12:01+00:00,0.9750,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,75222515743151609307356875456173240921809136397953875598654528392887953196467,will-metas-q1-headcount-be-above-77000,Yes,2026-04-30T08:12:01+00:00,0.9750,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,48350886075645487969183664927181889134443172406220772590108122172302333217567,will-the-dallas-stars-win-the-2026-nhl-stanley-cup,No,2026-04-30T08:12:01+00:00,0.9790,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,36273540759234300571536340101248646141271603441868833775018236226412008144630,will-jd-vance-visit-pakistan-by-may-4,No,2026-04-30T08:12:01+00:00,0.9755,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,41256066934072660487985045932293182766974856785369415210711257736258001783279,highest-temperature-in-helsinki-on-april-30-2026-12c,No,2026-04-30T08:12:01+00:00,0.9760,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,50738145486481238331594519661385366113678124500791005760896116822791337148434,si-hit-150-high-jun-2026-259-199-266-953,No,2026-04-30T08:12:01+00:00,0.9775,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,32468797553890915410417050224158409152975718088690838023072136163317680495443,highest-temperature-in-shanghai-on-may-1-2026-22c,No,2026-04-30T08:12:01+00:00,0.9775,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,55137248409845150074636402224503490015952871256243768795325302668198270928545,will-north-america-win-the-2026-fifa-world-cup,No,2026-04-30T08:12:01+00:00,0.9775,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,84362641974211923133560479277358036374725302380276839121564383321521653248458,highest-temperature-in-warsaw-on-april-30-2026-11c,No,2026-04-30T08:12:01+00:00,0.9780,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,2556232814217599030070702253678867727331230335745462815324829884113872749925,will-hong-kong-have-between-160-170mm-of-precipitation-in-april-826,Yes,2026-04-30T08:12:01+00:00,0.9795,,0.0000,6,near_zero
